UF;Município;Ano 2021;Completa;Simplificada;Original;Retificadora;IAP;IAR;SSI;Pré-Preenchida;PGD;APP;Online;Restituição Conta; Restituição PIX; Final Espólio; Saída Definitiva; Feminino; Média Idade;Ano 2020;Ano 2019;Ano 2018
MT;QUERENCIA;3.601;1.223;2.378;3.314;287;502;2.438;661;66;3.363;208;30;2.438;0;0;1;1.180;38;3.057;2.691;2.368
MT;RESERVA DO CABACAL;184;67;117;175;9;32;112;40;0;179;3;2;112;0;0;0;85;45;182;152;143
MT;RIBEIRAO CASCALHEIRA;1.161;284;877;1.052;109;129;587;445;7;1.141;15;5;587;0;0;0;401;43;1.033;974;918
MT;RIBEIRAOZINHO;352;144;208;316;36;78;214;60;0;348;4;0;214;0;0;0;154;46;304;298;261
MT;RIO BRANCO;664;209;455;595;69;111;407;146;2;652;10;2;407;0;0;0;274;45;634;597;553
MT;RONDOLANDIA;212;99;113;202;10;50;125;37;2;209;2;1;125;0;0;0;87;41;182;148;138
MT;RONDONOPOLIS;48.094;20.084;28.010;43.341;4.753;7.059;28.506;12.529;767;46.266;1.553;275;28.506;0;1;24;18.568;44;43.724;42.024;39.191
MT;ROSARIO OESTE;1.706;737;969;1.541;165;216;1.142;348;4;1.661;38;7;1.142;0;0;0;771;47;1.599;1.472;1.313
MT;SALTO DO CEU;340;103;237;306;34;78;174;88;3;340;0;0;174;0;0;0;125;48;333;304;289
MT;SANTA CARMEM;748;284;464;670;78;161;402;185;20;732;14;2;402;0;0;0;246;44;621;590;559
MT;SANTA CRUZ DO XINGU;349;64;285;329;20;51;170;128;14;334;14;1;170;0;0;0;126;44;318;317;294
MT;SANTA RITA DO TRIVELATO;686;230;456;599;87;84;531;71;6;648;37;1;531;0;0;0;161;39;558;554;528
MT;SANTA TEREZINHA;595;209;386;526;69;54;422;119;0;583;10;2;422;0;0;0;211;44;561;536;474
MT;SANTO AFONSO;392;113;279;356;36;54;267;71;8;379;11;2;267;0;0;1;147;47;385;349;305
MT;SANTO ANTONIO DO LESTE;572;163;409;536;36;59;397;116;4;548;24;0;397;0;0;0;168;42;510;464;431
MT;SANTO ANTONIO DO LEVERGER;1.880;922;958;1.627;253;225;1.300;355;5;1.794;76;10;1.300;0;0;0;826;48;1.801;1.641;1.463
MT;SAO FELIX DO ARAGUAIA;1.653;614;1.039;1.487;166;214;1.154;285;7;1.564;72;17;1.154;0;0;0;570;43;1.491;1.464;1.317
MT;SAO JOSE DO POVO;287;82;205;260;27;48;167;72;1;283;3;1;167;0;0;0;123;47;272;252;250
MT;SAO JOSE DO RIO CLARO;2.539;857;1.682;2.311;228;305;1.731;503;10;2.475;54;10;1.731;0;0;1;824;43;2.325;2.168;2.086
MT;SAO JOSE DO XINGU;634;165;469;584;50;69;430;135;2;582;49;3;430;0;0;0;205;41;534;480;413
MT;SAO JOSE DOS QUATRO MARCOS;2.405;813;1.592;2.217;188;540;1.214;651;8;2.350;44;11;1.214;0;0;5;934;46;2.303;2.182;2.114
MT;SAO PEDRO DA CIPA;519;266;253;442;77;42;398;79;0;509;9;1;398;0;0;0;187;45;489;480;467
MT;SAPEZAL;6.894;2.599;4.295;6.232;662;753;5.146;995;173;6.499;360;35;5.146;0;0;3;1.728;38;5.995;5.249;4.720
MT;SERRA NOVA DOURADA;148;42;106;134;14;16;88;44;5;141;5;2;88;0;0;0;65;42;110;109;103
MT;SINOP;32.031;12.833;19.198;28.691;3.340;5.494;18.529;8.008;1.529;30.896;903;232;18.529;0;2;18;12.543;41;27.903;25.261;23.077
MT;SORRISO;18.518;7.000;11.518;16.988;1.530;3.137;10.583;4.798;1.010;17.909;493;116;10.583;0;0;5;6.821;41;16.454;14.975;13.767
MT;TABAPORA;1.495;509;986;1.384;111;267;759;469;8;1.446;40;9;759;0;0;0;500;42;1.311;1.163;1.048
MT;TANGARA DA SERRA;19.655;8.554;11.101;17.667;1.988;2.810;11.708;5.137;478;18.852;664;139;11.708;0;0;12;7.433;43;17.761;16.726;15.472
MT;TAPURAH;2.641;685;1.956;2.449;192;458;1.180;1.003;31;2.558;71;12;1.180;0;0;1;953;42;2.526;2.200;2.187
MT;TERRA NOVA DO NORTE;1.557;378;1.179;1.451;106;287;757;513;10;1.537;17;3;757;0;0;2;563;45;1.468;1.377;1.352
MT;TESOURO;256;65;191;240;16;43;144;69;0;254;2;0;144;0;0;0;112;52;263;246;225
MT;TORIXOREU;527;202;325;502;25;75;306;146;1;522;3;2;306;0;2;0;220;48;528;485;423
MT;UNIAO DO SUL;441;126;315;409;32;81;214;146;5;433;5;3;214;0;0;0;149;42;374;367;316
MT;VALE DE SAO DOMINGOS;592;316;276;571;21;52;164;376;0;584;8;0;164;0;0;0;185;48;594;572;550
MT;VARZEA GRANDE;44.779;20.429;24.350;39.754;5.025;6.602;26.143;12.034;425;42.731;1.693;355;26.143;0;0;4;18.795;44;41.579;38.785;35.959
MT;VERA;1.102;361;741;1.023;79;199;651;252;18;1.074;24;4;651;0;0;2;429;44;928;873;781
MT;VILA BELA DA SANTISSIMA TRINDADE;1.217;492;725;1.103;114;219;732;266;3;1.184;28;5;732;0;0;0;469;44;1.126;925;832
MT;VILA RICA;2.045;576;1.469;1.883;162;262;1.049;734;27;1.994;46;5;1.049;0;0;2;725;44;1.952;1.800;1.677
PA;ABAETETUBA;10.273;6.121;4.152;8.815;1.458;1.564;6.819;1.890;38;9.917;305;51;6.819;0;0;3;4.329;44;9.053;8.356;7.703
PA;ABEL FIGUEIREDO;316;77;239;291;25;85;150;81;11;308;5;3;150;0;0;0;151;45;330;307;330
PA;ACARA;1.202;499;703;1.037;165;204;800;198;2;1.180;20;2;800;0;1;0;623;46;1.097;1.059;959
PA;AFUA;873;484;389;737;136;95;701;77;3;842;26;5;701;0;0;0;484;43;722;653;503
PA;AGUA AZUL DO NORTE;910;196;714;824;86;178;324;408;4;873;36;1;324;0;0;0;292;44;893;844;796
PA;ALENQUER;2.132;751;1.381;1.867;265;301;1.094;737;8;2.057;74;1;1.094;0;0;0;1.118;46;1.900;1.994;1.826
PA;ALMEIRIM;2.732;1.312;1.420;2.357;375;385;1.758;589;9;2.673;51;8;1.758;0;0;0;985;44;2.507;2.525;2.583
PA;ALTAMIRA;13.095;4.862;8.233;11.688;1.407;2.124;7.503;3.468;147;12.515;485;95;7.503;0;0;3;5.395;42;12.033;11.442;10.850
PA;ANAJAS;755;350;405;679;76;60;541;154;0;739;15;1;541;0;0;1;368;39;665;619;590
PA;ANANINDEUA;65.247;37.045;28.202;56.457;8.790;9.493;42.426;13.328;416;61.112;3.505;630;42.426;0;3;10;27.143;46;58.200;54.419;50.497
PA;ANAPU;1.277;180;1.097;1.152;125;187;530;560;6;1.226;48;3;530;0;0;0;500;40;1.135;1.033;944
PA;AUGUSTO CORREA;873;426;447;731;142;142;579;152;11;853;19;1;579;0;0;0;464;44;747;727;708
PA;AURORA DO PARA;703;330;373;622;81;121;472;110;0;682;17;4;472;0;0;0;387;44;660;628;579
PA;AVEIRO;436;171;265;384;52;44;308;84;3;429;7;0;308;0;0;0;214;47;399;377;376
PA;BAGRE;412;189;223;334;78;22;316;74;0;406;4;2;316;0;0;0;194;41;357;327;247
PA;BAIAO;1.092;509;583;926;166;148;783;161;17;1.068;21;3;783;0;0;0;575;47;939;892;792
PA;BANNACH;212;58;154;194;18;32;110;70;0;210;2;0;110;0;0;0;88;44;180;164;160
PA;BARCARENA;13.064;7.474;5.590;11.378;1.686;1.481;9.657;1.926;31;12.157;841;66;9.657;0;3;1;3.668;43;11.400;10.311;9.121
PA;BELEM;240.283;145.487;94.796;210.951;29.332;42.800;148.087;49.396;3.157;228.715;9.265;2.303;148.087;0;36;140;111.673;49;224.255;215.121;207.435
PA;BELTERRA;905;358;547;799;106;112;577;216;3;846;57;2;577;0;0;0;379;47;748;710;624
PA;BENEVIDES;3.758;1.855;1.903;3.289;469;571;2.363;824;27;3.534;189;35;2.363;0;0;0;1.463;46;3.309;3.102;2.878
PA;BOM JESUS DO TOCANTINS;729;248;481;639;90;163;362;204;1;711;16;2;362;0;0;0;313;45;735;646;559
PA;BONITO;355;190;165;313;42;53;261;41;2;343;8;4;261;0;0;0;152;43;328;320;309
PA;BRAGANCA;6.260;3.067;3.193;5.511;749;1.560;3.385;1.315;104;6.070;156;34;3.385;0;0;0;3.142;46;5.615;5.538;5.307
PA;BRASIL NOVO;1.160;391;769;1.025;135;224;401;535;17;1.134;23;3;401;0;0;0;394;44;1.002;889;848
PA;BREJO GRANDE DO ARAGUAIA;310;108;202;269;41;40;200;70;0;299;10;1;200;0;0;0;151;42;333;290;277
PA;BREU BRANCO;1.812;660;1.152;1.610;202;423;931;458;16;1.746;61;5;931;0;0;0;733;42;1.582;1.494;1.538
PA;BREVES;4.436;1.957;2.479;3.916;520;703;2.790;943;5;4.239;181;16;2.790;0;0;0;2.079;42;4.227;4.076;3.839
PA;BUJARU;636;220;416;565;71;144;397;95;3;622;11;3;397;0;0;0;355;46;564;557;489
PA;CACHOEIRA DO ARARI;462;182;280;404;58;74;291;97;1;446;16;0;291;0;0;0;241;47;393;388;365
PA;CACHOEIRA DO PIRIA;349;170;179;285;64;58;214;77;0;332;14;3;214;0;0;0;200;43;281;230;211
PA;CAMETA;5.213;3.544;1.669;4.642;571;587;3.524;1.102;90;5.092;106;15;3.524;0;0;0;2.573;45;4.990;4.590;4.355
PA;CANAA DOS CARAJAS;10.539;6.278;4.261;9.238;1.301;846;7.475;2.218;42;10.091;386;62;7.475;0;1;4;3.135;38;8.627;7.454;6.697
PA;CAPANEMA;5.457;2.643;2.814;4.768;689;996;3.277;1.184;32;5.218;220;19;3.277;0;0;2;2.351;46;4.725;4.460;4.323
PA;CAPITAO POCO;1.808;920;888;1.562;246;296;877;635;5;1.761;38;9;877;0;0;0;748;43;1.578;1.480;1.972
PA;CASTANHAL;18.161;9.184;8.977;16.081;2.080;2.945;10.662;4.554;138;17.415;614;132;10.662;0;0;4;7.688;45;16.420;15.484;14.854
PA;CHAVES;255;111;144;218;37;18;222;15;0;230;24;1;222;0;0;0;153;44;215;202;169
PA;COLARES;416;233;183;351;65;44;312;60;0;409;6;1;312;0;0;0;200;50;347;316;300
PA;CONCEICAO DO ARAGUAIA;4.522;1.727;2.795;4.041;481;725;2.209;1.588;52;4.405;99;18;2.209;0;0;1;1.899;46;4.324;4.254;4.131
PA;CONCORDIA DO PARA;1.056;287;769;968;88;266;533;257;9;1.046;8;2;533;0;0;1;522;44;996;950;896
PA;CUMARU DO NORTE;503;156;347;447;56;100;246;157;0;492;8;3;246;0;0;0;193;42;377;327;242
PA;CURIONOPOLIS;1.711;1.078;633;1.510;201;137;1.148;426;3;1.646;56;9;1.148;0;0;0;606;40;1.622;1.531;1.437
PA;CURRALINHO;787;434;353;643;144;65;628;94;2;758;26;3;628;0;0;0;377;45;699;716;658
PA;CURUA;344;141;203;307;37;49;201;94;0;333;11;0;201;0;0;0;182;42;382;287;274
PA;CURUCA;1.339;847;492;1.087;252;112;927;300;5;1.283;53;3;927;0;0;0;637;50;1.247;1.071;961
PA;DOM ELISEU;2.879;948;1.931;2.636;243;645;1.282;952;22;2.808;55;16;1.282;0;0;0;1.156;42;2.582;2.429;2.309
PA;ELDORADO DOS CARAJAS;1.653;819;834;1.434;219;203;697;753;10;1.614;31;8;697;0;0;0;629;42;1.588;1.522;1.442
PA;FARO;288;100;188;248;40;74;164;50;0;267;21;0;164;0;0;0;133;46;207;197;178
PA;FLORESTA DO ARAGUAIA;1.062;365;697;914;148;140;450;472;3;1.051;11;0;450;0;0;0;421;43;884;896;824
PA;GARRAFAO DO NORTE;759;313;446;703;56;88;399;272;0;749;7;3;399;0;0;1;391;43;698;659;624
PA;GOIANESIA DO PARA;1.716;492;1.224;1.509;207;289;746;681;16;1.657;52;7;746;0;0;0;749;42;1.520;1.428;1.347
PA;GURUPA;749;239;510;688;61;67;534;148;0;735;14;0;534;0;0;0;420;43;697;702;675
PA;IGARAPE-ACU;1.564;784;780;1.418;146;293;962;309;7;1.525;31;8;962;0;1;0;726;47;1.470;1.466;1.401
PA;IGARAPE-MIRI;2.210;971;1.239;1.943;267;388;1.109;713;3;2.165;39;6;1.109;0;1;0;1.170;45;1.960;1.812;1.791
PA;INHANGAPI;292;137;155;263;29;41;211;40;0;281;10;1;211;0;0;0;131;48;272;253;243
PA;IPIXUNA DO PARA;1.031;483;548;894;137;133;727;171;9;969;58;4;727;0;0;0;477;41;976;865;859
PA;IRITUIA;787;410;377;687;100;157;501;129;4;768;17;2;501;0;0;0;448;46;771;669;616
PA;ITAITUBA;11.861;4.250;7.611;10.462;1.399;1.886;5.744;4.231;65;11.444;368;49;5.744;0;0;1;4.702;41;9.978;8.875;8.128
PA;ITUPIRANGA;1.843;721;1.122;1.601;242;462;899;482;5;1.784;55;4;899;0;0;0;792;43;1.593;1.488;1.433
PA;JACAREACANGA;1.078;571;507;901;177;74;768;236;1;1.063;14;1;768;0;0;0;491;39;916;819;681
PA;JACUNDA;2.430;801;1.629;2.185;245;509;1.155;766;22;2.340;86;4;1.155;0;0;2;1.178;44;2.101;2.027;2.033
PA;JURUTI;2.951;1.714;1.237;2.535;416;285;2.368;298;10;2.767;159;25;2.368;0;0;0;1.073;41;2.533;2.439;2.109
PA;LIMOEIRO DO AJURU;669;346;323;586;83;126;448;95;2;661;6;2;448;0;0;0;338;43;588;521;521
PA;MAE DO RIO;1.726;661;1.065;1.539;187;325;879;522;4;1.644;80;2;879;0;0;0;802;43;1.547;1.533;1.531
PA;MAGALHAES BARATA;181;72;109;167;14;25;132;24;1;177;4;0;132;0;0;0;103;52;171;168;145
PA;MARABA;30.848;14.487;16.361;27.160;3.688;5.414;18.562;6.872;362;29.289;1.318;241;18.562;0;3;3;11.006;41;27.512;25.588;23.598
PA;MARACANA;903;505;398;767;136;109;465;329;1;873;20;10;465;0;0;0;479;47;650;592;565
PA;MARAPANIM;872;439;433;757;115;130;600;142;2;860;9;3;600;0;0;0;411;52;808;756;743
PA;MARITUBA;6.217;2.980;3.237;5.509;708;852;4.031;1.334;22;5.887;300;30;4.031;0;0;0;2.507;45;6.794;6.203;5.648
PA;MEDICILANDIA;1.258;470;788;1.078;180;221;518;519;6;1.226;28;4;518;0;0;0;502;46;1.131;1.021;1.024
PA;MELGACO;641;308;333;546;95;81;497;63;5;623;18;0;497;0;0;0;330;40;543;505;442
PA;MOCAJUBA;995;483;512;873;122;169;671;155;6;973;18;4;671;0;0;1;501;46;843;815;790
PA;MOJU;2.586;1.181;1.405;2.216;370;347;1.530;709;2;2.446;133;7;1.530;0;0;1;987;43;2.199;2.097;2.063
PA;MOJUI DOS CAMPOS;666;284;382;603;63;70;429;167;1;618;44;4;429;0;0;0;188;41;603;534;420
PA;MONTE ALEGRE;3.052;987;2.065;2.662;390;463;1.710;879;6;2.994;49;9;1.710;0;0;0;1.530;47;2.855;2.843;2.677
PA;MUANA;729;347;382;618;111;81;524;124;2;715;14;0;524;0;0;0;393;47;605;1.139;501
PA;NOVA ESPERANCA DO PIRIA;465;181;284;407;58;75;249;141;2;453;11;1;249;0;0;0;245;39;400;336;325
PA;NOVA IPIXUNA;663;197;466;606;57;154;238;271;2;633;26;4;238;0;0;0;291;43;587;545;507
PA;NOVA TIMBOTEUA;529;220;309;469;60;115;321;93;0;517;12;0;321;0;0;0;274;47;458;429;410
PA;NOVO PROGRESSO;3.944;820;3.124;3.548;396;534;1.271;2.139;68;3.882;59;3;1.271;0;0;1;1.553;43;3.485;3.387;3.166
PA;NOVO REPARTIMENTO;4.113;1.042;3.071;3.716;397;754;1.334;2.025;11;4.053;57;3;1.334;0;0;1;1.760;43;3.868;3.733;3.598
PA;OBIDOS;2.302;743;1.559;2.040;262;363;1.361;578;14;2.232;62;8;1.361;0;0;0;1.124;46;2.125;2.014;1.831
PA;OEIRAS DO PARA;775;282;493;694;81;104;563;108;2;767;8;0;563;0;0;0;412;45;756;715;660
PA;ORIXIMINA;5.118;2.929;2.189;4.310;808;575;3.897;646;14;4.865;225;28;3.897;0;0;0;1.892;44;4.524;4.359;4.230
PA;OUREM;612;304;308;496;116;72;416;124;7;599;11;2;416;0;0;0;317;48;499;498;512
PA;OURILANDIA DO NORTE;2.583;1.203;1.380;2.258;325;421;1.475;687;16;2.461;105;17;1.475;0;0;2;813;41;2.276;2.000;2.085
PA;PACAJA;2.048;432;1.616;1.877;171;402;837;809;10;2.007;34;7;837;0;0;0;845;42;1.798;1.603;1.507
PA;PALESTINA DO PARA;299;91;208;269;30;63;165;71;1;296;3;0;165;0;0;0;159;46;262;227;222
PA;PARAGOMINAS;9.952;5.598;4.354;8.696;1.256;1.569;6.379;2.004;227;9.484;389;79;6.379;0;0;2;3.711;41;8.908;8.524;8.178
PA;PARAUAPEBAS;40.987;27.831;13.156;35.677;5.310;2.825;32.539;5.623;168;39.142;1.634;211;32.539;0;3;1;12.399;39;35.419;31.725;30.292
PA;PAU DARCO;286;122;164;244;42;63;146;77;2;263;23;0;146;0;0;0;117;42;227;216;189
PA;PEIXE-BOI;279;144;135;243;36;47;193;39;2;272;6;1;193;0;0;0;138;51;232;211;192
PA;PICARRA;580;169;411;530;50;142;229;209;0;559;21;0;229;0;0;1;225;44;503;465;412
PA;PLACAS;777;220;557;675;102;81;398;298;5;766;11;0;398;0;0;0;359;42;632;587;549
PA;PONTA DE PEDRAS;708;344;364;629;79;96;376;236;11;691;12;5;376;0;0;0;350;48;655;651;560
PA;PORTEL;1.904;1.063;841;1.693;211;150;1.194;560;3;1.880;18;6;1.194;0;0;0;886;42;1.820;1.797;1.706
PA;PORTO DE MOZ;950;337;613;831;119;102;670;178;2;826;120;4;670;0;0;0;471;41;867;799;745
PA;PRAINHA;862;334;528;744;118;89;568;205;3;828;32;2;568;0;0;0;491;44;748;749;659
PA;PRIMAVERA;428;197;231;386;42;69;317;42;3;413;14;1;317;0;0;0;201;47;386;360;301
PA;QUATIPURU;285;136;149;243;42;38;200;47;0;276;9;0;200;0;0;0;143;49;262;256;213
PA;REDENCAO;9.264;3.500;5.764;8.325;939;1.688;4.502;3.074;89;8.940;281;43;4.502;0;0;4;3.700;42;8.287;7.865;7.174
PA;RIO MARIA;1.351;448;903;1.259;92;273;614;464;5;1.317;27;7;614;0;0;1;492;45;1.259;1.215;1.184
PA;RONDON DO PARA;2.921;807;2.114;2.663;258;579;1.292;1.050;127;2.858;59;4;1.292;0;0;0;1.265;46;2.654;2.650;2.596
PA;RUROPOLIS;1.399;341;1.058;1.248;151;143;622;634;5;1.361;34;4;622;0;0;0;618;43;1.192;1.089;1.122
PA;SALINOPOLIS;2.170;1.038;1.132;1.894;276;321;1.291;558;11;2.065;88;17;1.291;0;0;0;976;47;1.943;1.867;1.700
PA;SALVATERRA;897;421;476;785;112;90;548;259;1;874;18;5;548;0;0;0;440;46;760;691;603
PA;SANTA BARBARA DO PARA;850;422;428;734;116;137;539;174;3;797;46;7;539;0;0;0;353;45;699;651;607
PA;SANTA CRUZ DO ARARI;118;49;69;107;11;19;72;27;0;112;4;2;72;0;0;0;69;45;126;113;117
PA;SANTA ISABEL DO PARA;4.276;2.187;2.089;3.858;418;583;2.823;870;8;4.114;149;13;2.823;0;0;1;1.695;45;3.864;3.595;3.345
PA;SANTA LUZIA DO PARA;684;270;414;583;101;125;413;146;3;664;11;9;413;0;0;0;369;43;588;539;477
PA;SANTA MARIA DAS BARREIRAS;650;164;486;598;52;76;363;211;1;627;20;3;363;0;0;0;261;44;616;568;534
PA;SANTA MARIA DO PARA;1.173;537;636;1.022;151;182;666;325;8;1.137;35;1;666;0;1;0;558;46;1.038;967;901
PA;SANTANA DO ARAGUAIA;2.310;627;1.683;2.129;181;352;1.259;699;6;2.231;73;6;1.259;0;0;0;812;42;2.132;1.916;1.738
PA;SANTAREM;33.622;15.603;18.019;29.705;3.917;5.375;19.722;8.525;393;32.139;1.255;228;19.722;0;4;5;14.087;44;29.657;28.665;26.608
PA;SANTAREM NOVO;161;92;69;140;21;33;107;21;1;156;5;0;107;0;0;0;84;47;122;130;117
PA;SANTO ANTONIO DO TAUA;1.286;478;808;1.144;142;151;783;352;4;1.240;39;7;783;0;0;0;602;46;1.148;1.067;998
PA;SAO CAETANO DE ODIVELAS;569;185;384;506;63;54;386;129;2;555;14;0;386;0;0;0;289;47;529;504;462
PA;SAO DOMINGOS DO ARAGUAIA;1.207;476;731;1.091;116;301;529;377;1;1.179;28;0;529;0;0;1;549;43;1.165;1.032;958
PA;SAO DOMINGOS DO CAPIM;681;359;322;587;94;110;432;139;2;669;10;2;432;0;0;0;364;44;605;578;551
PA;SAO FELIX DO XINGU;3.781;954;2.827;3.333;448;603;1.526;1.652;16;3.677;95;9;1.526;0;0;1;1.504;42;3.465;3.098;2.723
PA;SAO FRANCISCO DO PARA;543;262;281;488;55;93;332;118;2;526;17;0;332;0;1;1;242;47;497;463;430
PA;SAO GERALDO DO ARAGUAIA;1.533;393;1.140;1.403;130;351;683;499;6;1.501;30;2;683;0;0;0;593;45;1.484;1.416;1.446
PA;SAO JOAO DA PONTA;90;44;46;81;9;10;53;27;0;87;0;3;53;0;0;0;42;50;86;85;77
PA;SAO JOAO DE PIRABAS;572;295;277;507;65;98;357;117;0;554;18;0;357;0;0;0;300;48;534;513;488
PA;SAO JOAO DO ARAGUAIA;285;109;176;250;35;55;161;69;0;270;15;0;161;0;0;0;120;44;235;220;199
PA;SAO MIGUEL DO GUAMA;2.352;1.210;1.142;2.056;296;378;1.294;680;7;2.291;59;2;1.294;0;0;0;1.216;44;2.129;2.031;1.869
PA;SAO SEBASTIAO DA BOA VISTA;682;292;390;566;116;110;449;123;1;665;17;0;449;0;0;0;319;46;575;527;512
PA;SAPUCAIA;446;130;316;412;34;100;182;164;2;439;4;3;182;0;0;0;118;45;417;403;411
PA;SENADOR JOSE PORFIRIO;500;172;328;426;74;56;288;156;2;486;12;2;288;0;0;0;232;43;388;337;341
PA;SOURE;1.489;683;806;1.300;189;142;973;374;2;1.435;48;6;973;0;0;0;706;49;1.301;1.204;1.098
PA;TAILANDIA;3.781;1.405;2.376;3.349;432;691;1.708;1.382;8;3.681;87;13;1.708;0;0;0;1.494;40;3.397;3.474;3.546
PA;TERRA ALTA;338;185;153;294;44;68;208;62;0;326;11;1;208;0;0;0;169;47;285;274;277
PA;TERRA SANTA;1.141;424;717;1.007;134;102;780;259;0;1.091;43;7;780;0;0;0;441;42;981;912;771
PA;TOME-ACU;3.155;1.397;1.758;2.794;361;566;1.799;790;112;3.062;79;14;1.799;0;1;0;1.315;42;2.859;2.660;2.533
PA;TRACUATEUA;635;329;306;546;89;75;470;90;4;616;14;5;470;0;0;0;327;47;559;554;524
PA;TRAIRAO;1.044;281;763;940;104;133;327;584;2;1.030;13;1;327;0;0;0;431;42;962;919;874
PA;TUCUMA;3.381;915;2.466;3.036;345;749;1.378;1.254;24;3.292;77;12;1.378;0;0;2;1.280;42;3.042;2.986;2.768
PA;TUCURUI;8.653;4.172;4.481;7.611;1.042;1.831;5.086;1.736;118;8.311;278;64;5.086;0;0;0;3.415;45;7.830;7.629;7.283
PA;ULIANOPOLIS;1.298;466;832;1.139;159;202;758;338;78;1.221;66;11;758;0;0;0;428;40;1.076;974;940
PA;URUARA;1.858;583;1.275;1.685;173;441;738;679;4;1.812;43;3;738;0;0;0;753;43;1.632;1.680;1.441
PA;VIGIA;1.851;813;1.038;1.611;240;408;1.044;399;2;1.793;51;7;1.044;0;0;0;804;46;1.644;1.639;1.425
PA;VISEU;1.376;556;820;1.185;191;217;956;203;1;1.349;26;1;956;0;0;0;847;45;1.125;1.099;991
PA;VITORIA DO XINGU;1.025;358;667;890;135;100;758;167;6;957;61;7;758;0;0;0;444;40;1.011;1.114;1.100
PA;XINGUARA;4.939;1.471;3.468;4.519;420;976;2.091;1.872;17;4.846;79;14;2.091;0;0;3;1.789;43;4.568;4.360;4.291
PB;AGUA BRANCA;381;105;276;322;59;82;226;73;0;367;14;0;226;0;0;0;223;46;324;300;271
PB;AGUIAR;188;74;114;181;7;63;81;44;0;182;5;1;81;0;0;0;112;46;153;150;144
PB;ALAGOA GRANDE;1.214;546;668;1.087;127;279;617;318;3;1.168;41;5;617;0;0;1;584;48;1.128;1.083;1.047
PB;ALAGOA NOVA;664;256;408;604;60;166;340;158;5;639;19;6;340;0;0;0;368;47;607;555;535
PB;ALAGOINHA;477;145;332;442;35;109;254;114;0;465;7;5;254;0;0;0;234;47;419;406;389
PB;ALCANTIL;165;31;134;146;19;44;52;69;1;157;6;2;52;0;0;0;59;44;139;120;132
PB;ALGODAO DE JANDAIRA;71;30;41;65;6;17;38;16;0;70;1;0;38;0;0;0;32;43;63;57;50
PB;ALHANDRA;821;326;495;733;88;161;449;211;2;773;44;4;449;0;0;0;335;44;748;703;645
PB;AMPARO;74;15;59;69;5;33;28;13;0;74;0;0;28;0;0;0;41;46;66;58;56
PB;APARECIDA;253;86;167;222;31;56;114;83;1;246;7;0;114;0;0;0;115;45;224;218;202
PB;ARACAGI;459;169;290;424;35;125;187;147;0;442;17;0;187;0;0;0;210;45;386;352;335
PB;ARARA;421;123;298;389;32;133;147;141;1;406;12;3;147;0;0;0;205;47;373;357;346
PB;ARARUNA;572;181;391;539;33;164;261;147;2;554;15;3;261;0;0;0;291;46;514;477;457
PB;AREIA;1.226;569;657;1.126;100;224;703;299;4;1.195;25;6;703;0;0;0;560;50;1.138;1.113;1.053
PB;AREIA DE BARAUNAS;56;16;40;53;3;12;33;11;0;54;2;0;33;0;0;0;23;43;51;46;41
PB;AREIAL;297;89;208;276;21;61;149;87;0;279;16;2;149;0;0;0;154;46;273;280;261
PB;AROEIRAS;510;127;383;468;42;155;203;152;0;502;8;0;203;0;0;0;265;47;447;431;411
PB;ASSUNCAO;123;35;88;119;4;32;59;32;0;121;2;0;59;0;0;0;64;46;120;120;122
PB;BAIA DA TRAICAO;333;92;241;304;29;68;155;110;2;315;16;2;155;0;0;0;159;48;301;289;279
PB;BANANEIRAS;1.080;374;706;1.007;73;286;531;263;13;1.059;13;8;531;0;0;0;528;48;1.003;967;902
PB;BARAUNA;142;43;99;133;9;25;75;42;0;138;2;2;75;0;0;0;64;43;132;133;126
PB;BARRA DE SANTA ROSA;555;142;413;516;39;145;239;171;3;542;11;2;239;0;0;0;296;46;515;476;484
PB;BARRA DE SANTANA;184;75;109;169;15;42;94;48;0;179;5;0;94;0;0;1;95;45;148;132;109
PB;BARRA DE SAO MIGUEL;111;36;75;103;8;20;55;36;1;110;0;1;55;0;0;0;49;44;104;86;96
PB;BAYEUX;4.892;1.928;2.964;4.384;508;1.108;2.411;1.373;4;4.654;217;21;2.411;0;1;1;1.844;46;4.377;4.517;4.285
PB;BELEM;722;215;507;661;61;143;346;233;2;683;30;9;346;0;0;0;344;47;675;668;662
PB;BELEM DO BREJO DO CRUZ;245;69;176;230;15;109;87;49;2;235;10;0;87;0;0;0;137;48;184;169;158
PB;BERNARDINO BATISTA;139;41;98;117;22;41;89;9;0;138;1;0;89;0;0;0;95;41;129;115;111
PB;BOA VENTURA;162;69;93;146;16;38;93;31;0;157;4;1;93;0;0;0;74;47;128;128;111
PB;BOA VISTA;332;119;213;310;22;61;181;90;1;320;11;1;181;0;0;0;119;45;284;245;235
PB;BOM JESUS;108;29;79;101;7;31;61;16;0;105;3;0;61;0;0;0;57;47;101;103;93
PB;BOM SUCESSO;198;66;132;172;26;47;102;49;2;198;0;0;102;0;0;0;102;47;152;132;126
PB;BONITO DE SANTA FE;521;160;361;486;35;115;179;227;16;513;6;2;179;0;0;0;226;47;500;488;501
PB;BOQUEIRAO;710;210;500;637;73;197;329;184;1;692;15;3;329;0;0;0;357;48;575;548;526
