uf,municipio,d2021,d2022,d2023,d2024
PE,IBIMIRIM,831,1035,1307,1398
PE,IBIRAJUBA,212,213,261,305
PE,IGARASSU,9141,9922,12255,12932
PE,IGUARACY,371,448,554,618
PE,ILHA DE ITAMARACA,1416,1490,1686,1788
PE,INAJA,623,718,881,990
PE,INGAZEIRA,183,212,254,297
PE,IPOJUCA,6179,6940,8487,9324
PE,IPUBI,868,1002,1234,1405
PE,ITACURUBA,260,280,381,418
PE,ITAIBA,755,788,1054,1118
PE,ITAMBE,1485,1656,2099,2326
PE,ITAPETIM,615,687,782,888
PE,ITAPISSUMA,1356,1490,1967,2159
PE,ITAQUITINGA,561,625,823,935
PE,JABOATAO DOS GUARARAPES,79345,82460,94897,99428
PE,JAQUEIRA,296,327,428,467
PE,JATAUBA,503,498,626,842
PE,JATOBA,861,1080,1386,1637
PE,JOAO ALFREDO,1068,1188,1549,1793
PE,JOAQUIM NABUCO,528,573,691,818
PE,JUCATI,296,378,393,542
PE,JUPI,604,684,828,959
PE,JUREMA,415,494,520,620
PE,LAGOA DE ITAENGA,896,972,1270,1437
PE,LAGOA DO CARRO,879,939,1143,1300
PE,LAGOA DO OURO,407,460,540,661
PE,LAGOA DOS GATOS,401,422,513,621
PE,LAGOA GRANDE,929,1066,1144,1245
PE,LAJEDO,2018,2151,2658,2829
PE,LIMOEIRO,4909,5081,5704,5861
PE,MACAPARANA,1044,1138,1393,1427
PE,MACHADOS,446,506,596,636
PE,MANARI,374,412,484,560
PE,MARAIAL,284,320,402,452
PE,MIRANDIBA,660,670,803,894
PE,MOREILANDIA,486,539,643,738
PE,MORENO,3731,4063,5007,5485
PE,NAZARE DA MATA,2588,2750,3191,3276
PE,OLINDA,55743,56568,62383,64049
PE,OROBO,863,936,1110,1260
PE,OROCO,419,459,548,690
PE,OURICURI,2809,3001,3567,3834
PE,PALMARES,4186,4315,5026,5397
PE,PALMEIRINA,301,304,363,416
PE,PANELAS,673,1021,1315,1041
PE,PARANATAMA,477,546,669,680
PE,PARNAMIRIM,915,1056,1112,1246
PE,PASSIRA,1143,1251,1417,1599
PE,PAUDALHO,3011,3300,3916,4250
PE,PAULISTA,46103,48521,56416,59034
PE,PEDRA,642,734,877,983
PE,PESQUEIRA,3463,3916,4448,4826
PE,PETROLANDIA,2055,2293,2716,2894
PE,PETROLINA,42577,45845,53143,56357
PE,POCAO,390,433,536,685
PE,POMBOS,1231,1346,1634,1769
PE,PRIMAVERA,527,618,776,937
PE,QUIPAPA,552,603,725,903
PE,QUIXABA,205,238,291,338
PE,RECIFE,327309,335638,365407,374720
PE,RIACHO DAS ALMAS,746,838,984,1018
PE,RIBEIRAO,2526,2700,3414,3575
PE,RIO FORMOSO,1159,1301,1725,1989
PE,SAIRE,399,453,532,577
PE,SALGADINHO,178,181,238,315
PE,SALGUEIRO,5621,5939,6920,7271
PE,SALOA,431,443,506,571
PE,SANHARO,971,1065,1380,1384
PE,SANTA CRUZ,312,343,426,491
PE,SANTA CRUZ DA BAIXA VERDE,446,484,606,744
PE,SANTA CRUZ DO CAPIBARIBE,6158,6627,7264,7705
PE,SANTA FILOMENA,274,312,372,450
PE,SANTA MARIA DA BOA VISTA,1455,1703,1910,2024
PE,SANTA MARIA DO CAMBUCA,367,395,477,563
PE,SANTA TEREZINHA,486,520,587,685
PE,SAO BENEDITO DO SUL,289,306,406,458
PE,SAO BENTO DO UNA,1677,1862,2239,2424
PE,SAO CAITANO,1329,1468,1770,1986
PE,SAO JOAO,770,857,1058,1184
PE,SAO JOAQUIM DO MONTE,507,546,683,818
PE,SAO JOSE DA COROA GRANDE,1248,1271,1495,1592
PE,SAO JOSE DO BELMONTE,2055,2459,3112,3642
PE,SAO JOSE DO EGITO,1731,1823,2118,2254
PE,SAO LOURENCO DA MATA,8501,9257,11278,12303
PE,SAO VICENTE FERRER,663,657,794,829
PE,SERRA TALHADA,7152,8017,9300,9931
PE,SERRITA,476,573,802,905
PE,SERTANIA,2071,2061,2499,2799
PE,SIRINHAEM,1726,2022,2810,3353
PE,SOLIDAO,204,235,345,309
PE,SURUBIM,3851,4088,4859,5440
PE,TABIRA,1687,1828,2475,2354
PE,TACAIMBO,386,416,503,591
PE,TACARATU,762,1039,1322,1365
PE,TAMANDARE,1088,1205,1668,1731
PE,TAQUARITINGA DO NORTE,1005,1123,1235,1350
PE,TEREZINHA,218,248,294,344
PE,TERRA NOVA,429,513,625,722
PE,TIMBAUBA,3402,3531,4144,4314
PE,TORITAMA,1925,2085,2173,2177
PE,TRACUNHAEM,533,635,811,863
PE,TRINDADE,1487,1606,1796,1894
PE,TRIUNFO,1066,1096,1380,1498
PE,TUPANATINGA,602,600,759,851
PE,TUPARETAMA,449,467,540,591
PE,VENTUROSA,666,738,889,1013
PE,VERDEJANTE,402,448,593,627
PE,VERTENTE DO LERIO,168,191,251,321
PE,VERTENTES,675,688,870,922
PE,VICENCIA,1369,1537,1940,2147
PE,VITORIA DE SANTO ANTAO,11329,12126,14053,15129
PE,XEXEU,410,449,533,625
PI,ACAUA,175,200,210,257
PI,AGRICOLANDIA,215,256,306,332
PI,AGUA BRANCA,1133,1181,1393,1493
PI,ALAGOINHA DO PIAUI,202,229,293,361
PI,ALEGRETE DO PIAUI,257,307,393,497
PI,ALTO LONGA,335,369,485,535
PI,ALTOS,2638,2827,3443,3855
PI,ALVORADA DO GURGUEIA,235,230,325,378
PI,AMARANTE,897,930,1165,1206
PI,ANGICAL DO PIAUI,398,396,479,527
PI,ANISIO DE ABREU,423,495,483,497
PI,ANTONIO ALMEIDA,207,238,294,314
PI,AROAZES,261,278,377,377
PI,AROEIRAS DO ITAIM,27,20,39,51
PI,ARRAIAL,219,201,235,300
PI,ASSUNCAO DO PIAUI,91,140,188,262
PI,AVELINO LOPES,488,544,588,675
PI,BAIXA GRANDE DO RIBEIRO,1127,1298,1661,2047
PI,BARRA DALCANTARA,137,144,227,291
PI,BARRAS,1913,1994,2769,2865
PI,BARREIRAS DO PIAUI,118,118,163,168
PI,BARRO DURO,333,347,397,432
PI,BATALHA,903,1146,1359,1516
PI,BELA VISTA DO PIAUI,124,143,160,208
PI,BELEM DO PIAUI,99,116,157,188
PI,BENEDITINOS,323,339,409,470
PI,BERTOLINIA,387,400,498,572
PI,BETANIA DO PIAUI,168,172,230,241
PI,BOA HORA,149,211,291,325
PI,BOCAINA,209,233,276,313
PI,BOM JESUS,2779,2875,3451,3924
PI,BOM PRINCIPIO DO PIAUI,137,157,197,262
PI,BONFIM DO PIAUI,141,153,175,210
PI,BOQUEIRAO DO PIAUI,273,472,725,748
PI,BRASILEIRA,459,648,788,927
PI,BREJO DO PIAUI,82,116,130,157
PI,BURITI DOS LOPES,654,822,923,1020
PI,BURITI DOS MONTES,221,216,274,307
PI,CABECEIRAS DO PIAUI,261,313,438,495
PI,CAJAZEIRAS DO PIAUI,60,80,110,136
PI,CAJUEIRO DA PRAIA,273,325,349,400
PI,CALDEIRAO GRANDE DO PIAUI,191,210,274,305
PI,CAMPINAS DO PIAUI,225,238,435,428
PI,CAMPO ALEGRE DO FIDALGO,143,195,262,296
PI,CAMPO GRANDE DO PIAUI,180,232,354,465
PI,CAMPO LARGO DO PIAUI,149,162,221,284
PI,CAMPO MAIOR,4268,4438,5095,5174
PI,CANAVIEIRA,98,112,127,154
PI,CANTO DO BURITI,1288,1432,1795,2017
PI,CAPITAO DE CAMPOS,357,415,514,616
PI,CAPITAO GERVASIO OLIVEIRA,109,144,213,270
PI,CARACOL,427,444,513,530
PI,CARAUBAS DO PIAUI,111,124,149,186
PI,CARIDADE DO PIAUI,139,160,209,226
PI,CASTELO DO PIAUI,1107,1105,1223,1436
PI,CAXINGO,110,125,171,189
PI,COCAL,803,924,1114,1203
PI,COCAL DE TELHA,151,206,255,364
PI,COCAL DOS ALVES,181,205,263,252
PI,COIVARAS,80,83,101,113
PI,COLONIA DO GURGUEIA,361,395,469,538
PI,COLONIA DO PIAUI,169,194,240,377
PI,CONCEICAO DO CANINDE,188,177,223,262
PI,CORONEL JOSE DIAS,130,135,164,183
PI,CORRENTE,2018,2156,2390,2581
PI,CRISTALANDIA DO PIAUI,266,285,333,366
PI,CRISTINO CASTRO,582,601,713,813
PI,CURIMATA,633,658,822,940
PI,CURRAIS,105,120,152,172
PI,CURRAL NOVO DO PIAUI,119,124,217,212
PI,CURRALINHOS,58,73,151,199
PI,DEMERVAL LOBAO,827,931,1090,1335
PI,DIRCEU ARCOVERDE,257,283,319,347
PI,DOM EXPEDITO LOPES,386,392,471,519
PI,DOM INOCENCIO,310,368,472,778
PI,DOMINGOS MOURAO,106,118,133,167
PI,ELESBAO VELOSO,559,610,764,893
PI,ELISEU MARTINS,271,285,342,385
PI,ESPERANTINA,2799,3228,3926,4092
PI,FARTURA DO PIAUI,123,152,181,185
PI,FLORES DO PIAUI,146,217,267,314
PI,FLORESTA DO PIAUI,105,95,133,214
PI,FLORIANO,7924,8397,9209,9480
PI,FRANCINOPOLIS,140,170,192,219
PI,FRANCISCO AYRES,185,213,271,309
PI,FRANCISCO MACEDO,121,127,167,185
PI,FRANCISCO SANTOS,440,460,545,643
PI,FRONTEIRAS,579,743,799,911
PI,GEMINIANO,143,158,211,237
PI,GILBUES,641,772,878,962
PI,GUADALUPE,882,994,1189,1309
PI,GUARIBAS,170,181,196,232
PI,HUGO NAPOLEAO,156,175,189,210
PI,ILHA GRANDE,278,300,377,418
PI,INHUMA,729,792,932,1032
PI,IPIRANGA DO PIAUI,415,417,549,595
PI,ISAIAS COELHO,207,226,278,318
PI,ITAINOPOLIS,326,349,454,528
PI,ITAUEIRA,549,601,737,836
PI,JACOBINA DO PIAUI,205,244,328,323
PI,JAICOS,699,748,971,1476
PI,JARDIM DO MULATO,113,112,136,176
PI,JATOBA DO PIAUI,97,106,115,143
PI,JERUMENHA,228,229,298,304
PI,JOAO COSTA,77,83,104,102
PI,JOAQUIM PIRES,369,434,489,546
PI,JOCA MARQUES,109,136,176,246
PI,JOSE DE FREITAS,1574,1990,2085,2490
PI,JUAZEIRO DO PIAUI,158,157,190,320
PI,JULIO BORGES,170,176,234,269
PI,JUREMA,138,147,164,165
PI,LAGOA ALEGRE,266,260,301,354
PI,LAGOA DE SAO FRANCISCO,167,184,229,329
PI,LAGOA DO BARRO DO PIAUI,294,338,448,530
PI,LAGOA DO PIAUI,129,149,173,240
PI,LAGOA DO SITIO,106,119,154,161
PI,LAGOINHA DO PIAUI,75,84,94,98
PI,LANDRI SALES,293,317,391,446
PI,LUIS CORREIA,818,977,1134,1241
PI,LUZILANDIA,1258,1329,1559,1738
PI,MADEIRO,164,204,311,402
PI,MANOEL EMIDIO,280,318,413,446
PI,MARCOLANDIA,428,539,606,652
PI,MARCOS PARENTE,258,259,336,376
PI,MASSAPE DO PIAUI,88,102,161,219
PI,MATIAS OLIMPIO,374,428,508,600
PI,MIGUEL ALVES,715,755,958,1070
PI,MIGUEL LEAO,71,58,88,93
PI,MILTON BRANDAO,122,125,172,201
PI,MONSENHOR GIL,380,378,475,578
PI,MONSENHOR HIPOLITO,256,287,349,372
PI,MONTE ALEGRE DO PIAUI,432,449,613,696
PI,MORRO CABECA NO TEMPO,134,132,149,172
PI,MORRO DO CHAPEU DO PIAUI,171,186,237,270
PI,MURICI DOS PORTELAS,173,217,263,317
PI,NAZARE DO PIAUI,311,336,380,449
PI,NAZARIA,122,174,220,239
PI,NOSSA SENHORA DE NAZARE,154,174,250,309
PI,NOSSA SENHORA DOS REMEDIOS,180,186,273,435
PI,NOVA SANTA RITA,128,146,181,202
PI,NOVO ORIENTE DO PIAUI,215,228,451,557
PI,NOVO SANTO ANTONIO,63,63,92,98
PI,OEIRAS,2841,3130,3636,4174
PI,OLHO DAGUA DO PIAUI,68,76,101,112
PI,PADRE MARCOS,279,286,345,385
PI,PAES LANDIM,206,232,256,281
PI,PAJEU DO PIAUI,126,125,155,189
PI,PALMEIRA DO PIAUI,207,237,334,372
PI,PALMEIRAIS,404,386,447,527
PI,PAQUETA,43,51,76,104
PI,PARNAGUA,346,346,370,429
PI,PARNAIBA,16566,17538,19660,20412
PI,PASSAGEM FRANCA DO PIAUI,94,84,101,141
PI,PATOS DO PIAUI,186,194,237,259
PI,PAU DARCO DO PIAUI,57,60,87,97
PI,PAULISTANA,1306,1322,1585,1700
PI,PAVUSSU,121,125,173,181
PI,PEDRO II,1583,1874,1983,2163
PI,PEDRO LAURENTINO,75,86,108,131
PI,PICOS,10102,10692,12109,12536
PI,PIMENTEIRAS,299,300,400,454
PI,PIO IX,780,778,921,919
PI,PIRACURUCA,1400,1591,1808,2051
PI,PIRIPIRI,5363,6212,7096,7594
PI,PORTO,404,459,624,736
PI,PORTO ALEGRE DO PIAUI,61,79,122,135
PI,PRATA DO PIAUI,100,120,125,160
PI,QUEIMADA NOVA,274,364,526,568
PI,REDENCAO DO GURGUEIA,297,322,416,433
PI,REGENERACAO,807,841,1008,1106
PI,RIACHO FRIO,141,153,180,196
PI,RIBEIRA DO PIAUI,140,144,166,184
PI,RIBEIRO GONCALVES,406,494,573,838
PI,RIO GRANDE DO PIAUI,259,251,327,345
PI,SANTA CRUZ DO PIAUI,324,341,432,436
PI,SANTA CRUZ DOS MILAGRES,121,142,178,203
PI,SANTA FILOMENA,367,385,475,582
PI,SANTA LUZ,190,184,218,252
PI,SANTA ROSA DO PIAUI,148,150,198,226
PI,SANTANA DO PIAUI,129,148,173,213
PI,SANTO ANTONIO DE LISBOA,251,254,307,358
PI,SANTO ANTONIO DOS MILAGRES,59,56,66,83
PI,SANTO INACIO DO PIAUI,146,161,256,230
PI,SAO BRAZ DO PIAUI,124,142,161,174
PI,SAO FELIX DO PIAUI,120,120,158,194
PI,SAO FRANCISCO DE ASSIS DO PIAUI,132,139,184,216
PI,SAO FRANCISCO DO PIAUI,248,233,305,362
PI,SAO GONCALO DO GURGUEIA,112,137,167,189
PI,SAO GONCALO DO PIAUI,296,282,329,369
PI,SAO JOAO DA CANABRAVA,151,189,197,227
PI,SAO JOAO DA FRONTEIRA,200,200,254,267
PI,SAO JOAO DA SERRA,188,198,272,394
PI,SAO JOAO DA VARJOTA,108,110,167,184
PI,SAO JOAO DO ARRAIAL,218,242,298,322
PI,SAO JOAO DO PIAUI,1642,1867,2128,2320
PI,SAO JOSE DO DIVINO,143,170,238,238
PI,SAO JOSE DO PEIXE,163,172,195,221
PI,SAO JOSE DO PIAUI,195,222,258,285
PI,SAO JULIAO,407,524,568,865
PI,SAO LOURENCO DO PIAUI,162,177,207,240
PI,SAO LUIS DO PIAUI,78,77,118,121
PI,SAO MIGUEL DA BAIXA GRANDE,84,76,110,100
PI,SAO MIGUEL DO FIDALGO,83,80,111,137
PI,SAO MIGUEL DO TAPUIO,430,470,610,670
PI,SAO PEDRO DO PIAUI,541,573,700,789
PI,SAO RAIMUNDO NONATO,3045,3243,3669,4038
PI,SEBASTIAO BARROS,125,134,176,190
PI,SEBASTIAO LEAL,300,338,472,615
PI,SIGEFREDO PACHECO,267,255,293,319
PI,SIMOES,632,676,831,914
PI,SIMPLICIO MENDES,842,889,1050,1180
PI,SOCORRO DO PIAUI,203,203,260,312
PI,SUSSUAPARA,199,238,280,309
PI,TAMBORIL DO PIAUI,87,91,114,117
PI,TANQUE DO PIAUI,103,119,166,198
PI,TERESINA,142864,147976,162608,166416
PI,UNIAO,2017,2095,2682,2933
PI,URUCUI,2248,2466,3047,3340
PI,VALENCA DO PIAUI,1859,1824,2139,2363
PI,VARZEA BRANCA,163,154,178,198
PI,VARZEA GRANDE,169,172,203,258
PI,VERA MENDES,57,70,108,107
PI,VILA NOVA DO PIAUI,122,134,164,215
PI,WALL FERRAZ,124,126,174,253
PR,ABATIA,522,603,751,800
PR,ADRIANOPOLIS,619,692,773,874
PR,AGUDOS DO SUL,742,860,1076,1126
PR,ALMIRANTE TAMANDARE,14636,15929,19008,20734
PR,ALTAMIRA DO PARANA,251,317,358,417
PR,ALTO PARAISO,299,312,440,441
PR,ALTO PARANA,1306,1440,1681,1886
PR,ALTO PIQUIRI,821,868,1050,1127
PR,ALTONIA,1447,1589,1862,2113
PR,ALVORADA DO SUL,1303,1476,1580,1704
PR,AMAPORA,409,459,578,608
PR,AMPERE,1978,2276,2827,3208
PR,ANAHY,279,302,356,425
PR,ANDIRA,3001,3248,3723,3948
PR,ANGULO,476,449,518,563
PR,ANTONINA,2438,2594,2910,3092
PR,ANTONIO OLINTO,406,448,574,815
PR,APUCARANA,21206,22871,26606,27406
PR,ARAPONGAS,19984,22181,25843,27292
PR,ARAPOTI,4036,4443,5204,5518
PR,ARAPUA,274,350,454,499
PR,ARARUNA,1834,1978,2366,2513
PR,ARAUCARIA,28799,31985,37845,40199
PR,ARIRANHA DO IVAI,190,235,260,286
PR,ASSAI,2124,2231,2531,2644
PR,ASSIS CHATEAUBRIAND,6669,7166,8230,8493
PR,ASTORGA,4043,4417,5033,5211
PR,ATALAIA,568,634,740,867
PR,BALSA NOVA,1984,2243,2688,2891
PR,BANDEIRANTES,4278,4624,5401,5830
PR,BARBOSA FERRAZ,1088,1205,1418,1468
PR,BARRA DO JACARE,294,306,377,424
PR,BARRACAO,1320,1381,1588,1720
PR,BELA VISTA DA CAROBA,238,250,315,416
PR,BELA VISTA DO PARAISO,2045,2199,2571,2790
PR,BITURUNA,1190,1308,1710,1891
PR,BOA ESPERANCA,837,903,1060,1107
PR,BOA ESPERANCA DO IGUACU,261,269,344,498
PR,BOA VENTURA DE SAO ROQUE,457,491,649,771
PR,BOA VISTA DA APARECIDA,749,794,950,1137
PR,BOCAIUVA DO SUL,1266,1363,1666,1772
PR,BOM JESUS DO SUL,244,282,369,478
PR,BOM SUCESSO,604,661,805,949
PR,BOM SUCESSO DO SUL,492,564,697,811
PR,BORRAZOPOLIS,999,1047,1192,1342
PR,BRAGANEY,517,550,651,760
PR,BRASILANDIA DO SUL,408,429,517,572
PR,CAFEARA,338,381,488,535
PR,CAFELANDIA,3091,3461,4086,4500
PR,CAFEZAL DO SUL,312,347,459,519
PR,CALIFORNIA,931,1058,1400,1396
PR,CAMBARA,3695,3983,4566,4647
PR,CAMBE,17625,19488,22912,24485
PR,CAMBIRA,1016,1213,1463,1593
PR,CAMPINA DA LAGOA,1989,2122,2432,2676
PR,CAMPINA DO SIMAO,212,264,335,404
PR,CAMPINA GRANDE DO SUL,7902,8756,10430,11213
PR,CAMPO BONITO,422,439,546,655
PR,CAMPO DO TENENTE,726,804,985,1104
PR,CAMPO LARGO,24337,26769,31186,33237
PR,CAMPO MAGRO,3185,3575,4169,4535
PR,CAMPO MOURAO,20024,21238,23844,25417
PR,CANDIDO DE ABREU,926,1015,1247,1425
PR,CANDOI,1630,1780,2059,2267
PR,CANTAGALO,970,1020,1232,1347
PR,CAPANEMA,2640,2928,3500,4013
PR,CAPITAO LEONIDAS MARQUES,1996,2149,2548,2741
PR,CARAMBEI,4188,4564,5457,5720
PR,CARLOPOLIS,1770,1866,2131,2254
PR,CASCAVEL,74109,80602,92530,98111
PR,CASTRO,11526,12715,14935,15866
PR,CATANDUVAS,852,880,1065,1265
PR,CENTENARIO DO SUL,1099,1221,1531,1712
PR,CERRO AZUL,1331,1350,1574,1703
PR,CEU AZUL,1929,2152,2502,2705
PR,CHOPINZINHO,2987,3210,3776,4361
PR,CIANORTE,13102,14234,16780,17556
PR,CIDADE GAUCHA,1522,1783,2108,2303
PR,CLEVELANDIA,1941,2099,2523,2805
PR,COLOMBO,38510,42103,49153,52153
PR,COLORADO,4134,4393,5076,5337
PR,CONGONHINHAS,658,709,836,869
PR,CONSELHEIRO MAIRINCK,403,415,517,524
PR,CONTENDA,2358,2634,3170,3353
PR,CORBELIA,2848,2989,3433,3708
PR,CORNELIO PROCOPIO,9689,10420,11437,12045
PR,CORONEL DOMINGOS SOARES,521,626,760,823
PR,CORONEL VIVIDA,2982,3340,3873,4300
PR,CORUMBATAI DO SUL,324,349,441,477
PR,CRUZ MACHADO,905,984,1164,1390
PR,CRUZEIRO DO IGUACU,528,564,678,778
PR,CRUZEIRO DO OESTE,2620,2946,3459,3774
PR,CRUZEIRO DO SUL,560,599,706,784
PR,CRUZMALTINA,275,296,360,398
PR,CURITIBA,635564,658834,713470,731083
PR,CURIUVA,1341,1485,1874,1941
PR,DIAMANTE DO NORTE,662,701,833,860
PR,DIAMANTE DO SUL,147,161,241,288
PR,DIAMANTE DOESTE,421,467,615,715
PR,DOIS VIZINHOS,7317,8194,9646,10568
PR,DOURADINA,1532,1691,1899,2028
PR,DOUTOR CAMARGO,826,922,1093,1201
PR,DOUTOR ULYSSES,284,282,407,433
PR,ENEAS MARQUES,684,748,844,1081
PR,ENGENHEIRO BELTRAO,2082,2287,2497,2548
PR,ENTRE RIOS DO OESTE,859,940,1086,1205
PR,ESPERANCA NOVA,169,186,211,300
PR,ESPIGAO ALTO DO IGUACU,278,308,384,459
PR,FAROL,357,398,486,544
PR,FAXINAL,1808,1900,2181,2319
PR,FAZENDA RIO GRANDE,21189,24365,29743,32214
PR,FENIX,546,543,658,699
PR,FERNANDES PINHEIRO,403,449,545,662
PR,FIGUEIRA,1162,1193,1427,1424
PR,FLOR DA SERRA DO SUL,360,386,483,587
PR,FLORAI,637,665,782,855
PR,FLORESTA,1391,1633,1969,2170
PR,FLORESTOPOLIS,1388,1515,1858,2128
PR,FLORIDA,439,446,519,580
PR,FORMOSA DO OESTE,1450,1525,1649,1734
PR,FOZ DO IGUACU,57149,61378,70042,73831
PR,FOZ DO JORDAO,505,575,709,808
PR,FRANCISCO ALVES,666,708,934,1078
PR,FRANCISCO BELTRAO,17651,19427,22485,24053
PR,GENERAL CARNEIRO,858,964,1196,1308
PR,GODOY MOREIRA,207,204,265,259
PR,GOIOERE,4559,4926,5507,5728
PR,GOIOXIM,324,381,485,613
PR,GRANDES RIOS,492,526,614,677
PR,GUAIRA,4499,4816,5583,5856
PR,GUAIRACA,626,723,886,997
PR,GUAMIRANGA,358,440,558,726
PR,GUAPIRAMA,521,570,698,759
PR,GUAPOREMA,257,306,349,427
PR,GUARACI,676,751,930,1000
PR,GUARANIACU,1635,1705,2004,2293
PR,GUARAPUAVA,31529,34357,39458,41779
PR,GUARAQUECABA,527,513,552,565
PR,GUARATUBA,6220,6767,7629,8065
PR,HONORIO SERPA,487,530,633,724
PR,IBAITI,3874,4140,4870,4934
PR,IBEMA,542,604,732,814
PR,IBIPORA,8742,9621,11061,11660
PR,ICARAIMA,852,1001,1163,1285
PR,IGUARACU,734,789,907,1031
PR,IGUATU,191,214,261,299
PR,IMBAU,1223,1417,1693,1761
PR,IMBITUVA,2653,3056,3866,4262
PR,INACIO MARTINS,601,733,909,971
PR,INAJA,275,294,342,397
PR,INDIANOPOLIS,634,667,806,899
PR,IPIRANGA,1289,1409,1662,2151
PR,IPORA,1594,1717,2028,2390
PR,IRACEMA DO OESTE,282,313,379,403
PR,IRATI,8305,8918,10432,11946
PR,IRETAMA,855,911,1131,1244
PR,ITAGUAJE,545,597,714,765
PR,ITAIPULANDIA,1421,1589,1974,2100
PR,ITAMBARACA,693,738,838,943
PR,ITAMBE,875,981,1133,1202
PR,ITAPEJARA DOESTE,1612,1803,2151,2488
PR,ITAPERUCU,2102,2336,3068,3347
PR,ITAUNA DO SUL,374,433,556,582
PR,IVAI,781,836,986,1374
PR,IVAIPORA,4781,5224,5798,6198
PR,IVATE,803,954,1078,1303
PR,IVATUBA,521,556,691,717
PR,JABOTI,484,500,577,641
PR,JACAREZINHO,6561,6983,7905,8200
PR,JAGUAPITA,1827,2136,2616,2823
PR,JAGUARIAIVA,4883,5353,6362,6817
PR,JANDAIA DO SUL,4038,4300,4890,5132
PR,JANIOPOLIS,556,606,716,752
PR,JAPIRA,426,474,568,604
PR,JAPURA,1267,1390,1551,1669
PR,JARDIM ALEGRE,1338,1488,1705,1816
PR,JARDIM OLINDA,164,162,224,243
PR,JATAIZINHO,1491,1651,1900,1978
PR,JESUITAS,1616,1674,1873,1980
PR,JOAQUIM TAVORA,1669,2039,2453,2637
PR,JUNDIAI DO SUL,360,348,425,453
PR,JURANDA,914,978,1121,1256
PR,JUSSARA,1116,1261,1538,1625
PR,KALORE,565,627,747,831
PR,LAPA,7132,7721,8879,9527
PR,LARANJAL,294,350,413,495
PR,LARANJEIRAS DO SUL,4443,4728,5416,5743
PR,LEOPOLIS,454,459,552,597
PR,LIDIANOPOLIS,351,416,492,581
PR,LINDOESTE,451,508,677,771
PR,LOANDA,3329,3494,4060,4309
PR,LOBATO,822,877,1020,1072
PR,LONDRINA,135781,144472,161151,167939
PR,LUIZIANA,636,747,905,983
PR,LUNARDELLI,500,528,632,683
PR,LUPIONOPOLIS,558,611,735,820
PR,MALLET,1717,1895,2321,2793
PR,MAMBORE,2219,2380,2596,2732
PR,MANDAGUACU,4073,4588,5719,6042
PR,MANDAGUARI,6163,6917,8247,8628
PR,MANDIRITUBA,2606,2831,3350,3559
PR,MANFRINOPOLIS,148,155,200,237
PR,MANGUEIRINHA,1945,2139,2575,2823
PR,MANOEL RIBAS,1354,1504,1755,2116
PR,MARECHAL CANDIDO RONDON,11465,12650,14563,15366
PR,MARIA HELENA,453,516,600,688
PR,MARIALVA,7092,7734,9043,9759
PR,MARILANDIA DO SUL,964,1022,1237,1302
PR,MARILENA,543,681,860,941
PR,MARILUZ,793,894,1004,1133
PR,MARINGA,111153,117999,131331,136829
PR,MARIOPOLIS,918,1002,1181,1352
PR,MARIPA,1240,1348,1459,1607
PR,MARMELEIRO,1841,2074,2520,2853
PR,MARQUINHO,262,287,360,409
PR,MARUMBI,524,576,720,775
PR,MATELANDIA,2723,3063,4051,4842
PR,MATINHOS,5886,6543,7579,8038
PR,MATO RICO,222,246,290,367
PR,MAUA DA SERRA,758,805,982,1127
PR,MEDIANEIRA,9832,11033,13090,13702
PR,MERCEDES,818,899,1020,1223
PR,MIRADOR,166,198,226,252
PR,MIRASELVA,338,356,419,477
PR,MISSAL,2014,2198,2557,2743
PR,MOREIRA SALES,1084,1271,1479,1586
PR,MORRETES,2821,2970,3260,3472
PR,MUNHOZ DE MELO,416,424,500,555
PR,NOSSA SENHORA DAS GRACAS,609,667,809,909
PR,NOVA ALIANCA DO IVAI,159,180,222,242
PR,NOVA AMERICA DA COLINA,303,348,430,479
PR,NOVA AURORA,1928,2095,2346,2513
PR,NOVA CANTU,726,877,1048,1133
PR,NOVA ESPERANCA,3472,3821,4406,4752
PR,NOVA ESPERANCA DO SUDOESTE,439,506,627,896
PR,NOVA FATIMA,885,977,1131,1168
PR,NOVA LARANJEIRAS,637,721,845,977
PR,NOVA LONDRINA,1796,2004,2325,2433
PR,NOVA OLIMPIA,693,732,856,962
PR,NOVA PRATA DO IGUACU,922,1059,1346,1721
PR,NOVA SANTA BARBARA,471,519,615,640
PR,NOVA SANTA ROSA,1388,1549,1740,1976
PR,NOVA TEBAS,435,504,585,680
PR,NOVO ITACOLOMI,290,301,359,452
PR,ORTIGUEIRA,1826,2140,2823,2967
PR,OURIZONA,478,531,639,693
PR,OURO VERDE DO OESTE,865,968,1187,1326
PR,PAICANDU,5247,6063,7745,8504
PR,PALMAS,5670,6505,7696,7973
PR,PALMEIRA,5288,5754,6830,7572
PR,PALMITAL,1265,1351,1502,1716
PR,PALOTINA,7274,7795,9002,9748
PR,PARAISO DO NORTE,2315,2495,2764,3016
PR,PARANACITY,1132,1287,1535,1852
PR,PARANAGUA,28991,30154,34249,35806
PR,PARANAPOEMA,223,253,357,395
PR,PARANAVAI,14913,16357,18820,19926
PR,PATO BRAGADO,845,935,1132,1264
PR,PATO BRANCO,20503,22524,25980,27760
PR,PAULA FREITAS,447,523,664,874
PR,PAULO FRONTIN,557,636,780,1095
PR,PEABIRU,1905,2058,2333,2461
