uf,municipio,d2021,d2022,d2023,d2024
MG,SANTO ANTONIO DO JACINTO,477,457,520,586
MG,SANTO ANTONIO DO MONTE,2376,2573,3004,3302
MG,SANTO ANTONIO DO RETIRO,200,225,267,334
MG,SANTO ANTONIO DO RIO ABAIXO,141,149,197,204
MG,SANTO HIPOLITO,170,191,234,275
MG,SANTOS DUMONT,6705,6791,7867,8203
MG,SAO BENTO ABADE,294,359,464,506
MG,SAO BRAS DO SUACUI,675,722,940,1053
MG,SAO DOMINGOS DAS DORES,370,415,555,622
MG,SAO DOMINGOS DO PRATA,1362,1589,1895,2061
MG,SAO FELIX DE MINAS,220,251,280,321
MG,SAO FRANCISCO,2945,3517,4112,4501
MG,SAO FRANCISCO DE PAULA,465,533,708,829
MG,SAO FRANCISCO DE SALES,720,817,934,1040
MG,SAO FRANCISCO DO GLORIA,305,356,439,486
MG,SAO GERALDO,690,764,897,998
MG,SAO GERALDO DA PIEDADE,207,230,284,310
MG,SAO GERALDO DO BAIXIO,210,225,253,277
MG,SAO GONCALO DO ABAETE,577,662,849,937
MG,SAO GONCALO DO PARA,881,980,1226,1313
MG,SAO GONCALO DO RIO ABAIXO,1609,1825,2332,2737
MG,SAO GONCALO DO RIO PRETO,194,218,239,296
MG,SAO GONCALO DO SAPUCAI,2763,2906,3350,3553
MG,SAO GOTARDO,7210,7930,9591,10885
MG,SAO JOAO BATISTA DO GLORIA,914,995,1344,1417
MG,SAO JOAO DA LAGOA,152,225,225,258
MG,SAO JOAO DA MATA,232,241,321,338
MG,SAO JOAO DA PONTE,647,990,1054,1216
MG,SAO JOAO DAS MISSOES,612,609,770,899
MG,SAO JOAO DEL REI,15910,17156,19243,20137
MG,SAO JOAO DO MANHUACU,602,642,782,958
MG,SAO JOAO DO MANTENINHA,465,521,582,602
MG,SAO JOAO DO ORIENTE,609,711,742,789
MG,SAO JOAO DO PACUI,89,108,114,141
MG,SAO JOAO DO PARAISO,1102,1185,1347,1496
MG,SAO JOAO EVANGELISTA,1305,1419,1703,1820
MG,SAO JOAO NEPOMUCENO,2990,3189,3528,3738
MG,SAO JOAQUIM DE BICAS,2989,3402,4282,4839
MG,SAO JOSE DA BARRA,991,1049,1211,1322
MG,SAO JOSE DA LAPA,3365,3971,4605,5064
MG,SAO JOSE DA SAFIRA,170,190,202,211
MG,SAO JOSE DA VARGINHA,283,352,444,481
MG,SAO JOSE DO ALEGRE,528,589,676,737
MG,SAO JOSE DO DIVINO,374,429,429,449
MG,SAO JOSE DO GOIABAL,372,1440,769,590
MG,SAO JOSE DO JACURI,374,381,427,492
MG,SAO JOSE DO MANTIMENTO,186,212,257,289
MG,SAO LOURENCO,8127,8712,9688,9998
MG,SAO MIGUEL DO ANTA,456,471,558,626
MG,SAO PEDRO DA UNIAO,715,747,934,925
MG,SAO PEDRO DO SUACUI,314,358,435,448
MG,SAO PEDRO DOS FERROS,546,630,752,890
MG,SAO ROMAO,435,465,578,643
MG,SAO ROQUE DE MINAS,882,970,1176,1262
MG,SAO SEBASTIAO DA BELA VISTA,502,541,718,791
MG,SAO SEBASTIAO DA VARGEM ALEGRE,215,226,280,313
MG,SAO SEBASTIAO DO ANTA,262,317,352,386
MG,SAO SEBASTIAO DO MARANHAO,411,432,506,637
MG,SAO SEBASTIAO DO OESTE,543,659,915,1048
MG,SAO SEBASTIAO DO PARAISO,11563,12480,14019,14594
MG,SAO SEBASTIAO DO RIO PRETO,107,110,131,160
MG,SAO SEBASTIAO DO RIO VERDE,257,278,348,374
MG,SAO TIAGO,923,1097,1304,1446
MG,SAO TOMAS DE AQUINO,811,897,1050,1142
MG,SAO TOME DAS LETRAS,345,426,487,543
MG,SAO VICENTE DE MINAS,809,887,1000,1102
MG,SAPUCAI-MIRIM,546,594,742,804
MG,SARDOA,412,434,484,540
MG,SARZEDO,6501,7366,8680,9262
MG,SEM-PEIXE,115,189,449,220
MG,SENADOR AMARAL,322,403,466,559
MG,SENADOR CORTES,121,134,158,186
MG,SENADOR FIRMINO,589,633,769,863
MG,SENADOR JOSE BENTO,118,141,160,195
MG,SENADOR MODESTINO GONCALVES,202,230,309,367
MG,SENHORA DE OLIVEIRA,356,376,427,512
MG,SENHORA DO PORTO,126,175,193,219
MG,SENHORA DOS REMEDIOS,461,504,643,705
MG,SERICITA,378,390,488,471
MG,SERITINGA,200,217,251,300
MG,SERRA AZUL DE MINAS,159,171,220,259
MG,SERRA DA SAUDADE,72,75,92,98
MG,SERRA DO SALITRE,1504,1723,2196,2373
MG,SERRA DOS AIMORES,495,557,678,745
MG,SERRANIA,641,726,826,984
MG,SERRANOPOLIS DE MINAS,128,127,265,269
MG,SERRANOS,143,154,202,240
MG,SERRO,1738,1879,2314,2563
MG,SETE LAGOAS,39714,42930,50070,53049
MG,SETUBINHA,305,346,419,473
MG,SILVEIRANIA,208,202,243,279
MG,SILVIANOPOLIS,624,710,836,910
MG,SIMAO PEREIRA,350,398,444,471
MG,SIMONESIA,972,1055,1242,1398
MG,SOBRALIA,369,390,535,539
MG,SOLEDADE DE MINAS,495,564,669,666
MG,TABULEIRO,252,265,323,331
MG,TAIOBEIRAS,2267,2442,2855,3274
MG,TAPARUBA,167,169,195,238
MG,TAPIRA,572,623,720,811
MG,TAPIRAI,94,122,153,177
MG,TAQUARACU DE MINAS,299,339,388,414
MG,TARUMIRIM,1560,1689,1855,1861
MG,TEIXEIRAS,1059,1128,1304,1438
MG,TEOFILO OTONI,19449,20072,22581,23954
MG,TIMOTEO,16497,17944,20179,20985
MG,TIRADENTES,1074,1145,1315,1380
MG,TIROS,995,1173,1294,1417
MG,TOCANTINS,1581,1657,1917,2028
MG,TOCOS DO MOJI,255,302,358,381
MG,TOLEDO,443,537,698,786
MG,TOMBOS,967,1046,1149,1283
MG,TRES CORACOES,11052,12009,13890,14403
MG,TRES MARIAS,4778,5032,5958,6378
MG,TRES PONTAS,7828,8560,9826,10473
MG,TUMIRITINGA,463,1593,1133,1002
MG,TUPACIGUARA,3668,4063,4876,5120
MG,TURMALINA,1488,1778,2196,2531
MG,TURVOLANDIA,350,407,496,601
MG,UBA,12838,13883,15832,16608
MG,UBAI,346,443,493,575
MG,UBAPORANGA,1035,1119,1279,1402
MG,UBERABA,69688,74461,84203,88758
MG,UBERLANDIA,157724,171682,192819,204705
MG,UMBURATIBA,188,213,238,257
MG,UNAI,12658,14248,16754,18233
MG,UNIAO DE MINAS,380,418,502,549
MG,URUANA DE MINAS,173,231,302,401
MG,URUCANIA,892,1042,1447,1500
MG,URUCUIA,403,515,605,648
MG,VARGEM ALEGRE,586,576,691,690
MG,VARGEM BONITA,205,244,288,316
MG,VARGEM GRANDE DO RIO PARDO,196,218,259,293
MG,VARGINHA,27415,29098,33036,34728
MG,VARJAO DE MINAS,1069,1192,1507,1649
MG,VARZEA DA PALMA,2950,3204,4232,4612
MG,VARZELANDIA,829,862,1065,1231
MG,VAZANTE,3863,4182,4756,5058
MG,VERDELANDIA,187,196,257,410
MG,VEREDINHA,270,323,397,474
MG,VERISSIMO,277,273,350,383
MG,VERMELHO NOVO,214,272,362,415
MG,VESPASIANO,14417,16243,19836,21766
MG,VICOSA,15034,15697,17234,17821
MG,VIEIRAS,177,206,247,291
MG,VIRGEM DA LAPA,644,772,818,1059
MG,VIRGINIA,579,619,738,823
MG,VIRGINOPOLIS,889,961,1119,1232
MG,VIRGOLANDIA,245,275,350,375
MG,VISCONDE DO RIO BRANCO,4223,4558,5509,5898
MG,VOLTA GRANDE,430,473,571,581
MG,WENCESLAU BRAZ,242,266,330,340
MS,AGUA CLARA,2245,2623,3386,3955
MS,ALCINOPOLIS,725,813,917,967
MS,AMAMBAI,4873,5278,6130,6321
MS,ANASTACIO,2569,2761,3413,3541
MS,ANAURILANDIA,1220,1314,1490,1611
MS,ANGELICA,1552,1763,2139,2328
MS,ANTONIO JOAO,895,1076,1229,1384
MS,APARECIDA DO TABOADO,4108,4431,5111,5363
MS,AQUIDAUANA,6384,6710,8301,8166
MS,ARAL MOREIRA,928,1071,1272,1372
MS,BANDEIRANTES,1018,1181,1472,1550
MS,BATAGUASSU,2751,3048,3784,4183
MS,BATAYPORA,1223,1347,1724,1881
MS,BELA VISTA,3004,3228,3749,3889
MS,BODOQUENA,998,1114,1320,1410
MS,BONITO,3245,3675,4374,4745
MS,BRASILANDIA,1748,1895,2293,2490
MS,CAARAPO,3855,4404,5292,5772
MS,CAMAPUA,2461,2764,3117,3338
MS,CAMPO GRANDE,201304,212295,240745,247630
MS,CARACOL,603,623,716,765
MS,CASSILANDIA,3252,3448,3987,4385
MS,CHAPADAO DO SUL,6873,7617,8938,9657
MS,CORGUINHO,579,603,696,776
MS,CORONEL SAPUCAIA,1275,1280,1489,1557
MS,CORUMBA,15649,16659,19384,19979
MS,COSTA RICA,5084,5604,6652,7276
MS,COXIM,5472,5806,6876,7100
MS,DEODAPOLIS,1793,2054,2505,2647
MS,DOIS IRMAOS DO BURITI,818,970,1159,1288
MS,DOURADINA,618,675,821,852
MS,DOURADOS,46419,49594,56995,59978
MS,ELDORADO,1233,1382,1581,1691
MS,FATIMA DO SUL,3083,3249,3910,4129
MS,FIGUEIRAO,428,471,549,628
MS,GLORIA DE DOURADOS,1489,1601,1875,1990
MS,GUIA LOPES DA LAGUNA,1151,1232,1495,1680
MS,IGUATEMI,1543,1629,1907,2095
MS,INOCENCIA,1177,1248,1517,1712
MS,ITAPORA,2294,2484,3043,3286
MS,ITAQUIRAI,1719,1882,2317,2487
MS,IVINHEMA,4519,5037,5814,6450
MS,JAPORA,262,305,376,406
MS,JARAGUARI,509,573,703,751
MS,JARDIM,4282,4491,5287,5307
MS,JATEI,646,686,831,847
MS,JUTI,742,856,1000,1201
MS,LADARIO,3333,3551,4506,4516
MS,LAGUNA CARAPA,764,847,979,1064
MS,MARACAJU,7641,8333,9923,10779
MS,MIRANDA,2148,2440,2896,3271
MS,MUNDO NOVO,2041,2161,2535,2784
MS,NAVIRAI,8116,8804,10364,11241
MS,NIOAQUE,1370,1416,1711,1864
MS,NOVA ALVORADA DO SUL,3103,3423,4189,4821
MS,NOVA ANDRADINA,8138,8701,10225,11162
MS,NOVO HORIZONTE DO SUL,628,657,742,872
MS,PARAISO DAS AGUAS,693,758,919,1058
MS,PARANAIBA,6282,6581,7837,8527
MS,PARANHOS,696,774,921,988
MS,PEDRO GOMES,1008,1053,1251,1321
MS,PONTA PORA,14535,15602,17707,17937
MS,PORTO MURTINHO,1480,1473,1704,1725
MS,RIBAS DO RIO PARDO,2532,2930,4000,4829
MS,RIO BRILHANTE,5649,6074,7317,8161
MS,RIO NEGRO,590,632,797,821
MS,RIO VERDE DE MATO GROSSO,2579,2770,3282,3425
MS,ROCHEDO,596,694,819,897
MS,SANTA RITA DO PARDO,693,861,1018,1195
MS,SAO GABRIEL DO OESTE,5530,6118,7308,7900
MS,SELVIRIA,829,920,1241,1347
MS,SETE QUEDAS,1066,1055,1280,1289
MS,SIDROLANDIA,4917,5546,6617,7331
MS,SONORA,2636,2775,3475,3679
MS,TACURU,474,547,770,867
MS,TAQUARUSSU,390,481,623,663
MS,TERENOS,1604,1740,2159,2441
MS,TRES LAGOAS,26592,28557,33554,35975
MS,VICENTINA,648,724,874,964
MT,ACORIZAL,625,630,738,719
MT,AGUA BOA,4286,4945,6156,6695
MT,ALTA FLORESTA,9591,10343,11987,13145
MT,ALTO ARAGUAIA,2585,2678,3050,3244
MT,ALTO BOA VISTA,580,600,698,741
MT,ALTO GARCAS,2029,2211,2689,2895
MT,ALTO PARAGUAI,823,887,1043,1039
MT,ALTO TAQUARI,1790,1998,2457,2707
MT,APIACAS,805,858,957,1030
MT,ARAGUAIANA,417,430,552,575
MT,ARAGUAINHA,141,141,170,178
MT,ARAPUTANGA,2458,2706,3119,3355
MT,ARENAPOLIS,1671,1731,2041,2201
MT,ARIPUANA,2340,2916,3888,4203
MT,BARAO DE MELGACO,361,437,509,529
MT,BARRA DO BUGRES,5201,5696,6794,7422
MT,BARRA DO GARCAS,12136,12862,15151,15666
MT,BOM JESUS DO ARAGUAIA,866,988,1174,1300
MT,BRASNORTE,2250,2572,3132,3435
MT,CACERES,14042,15098,17202,17337
MT,CAMPINAPOLIS,1054,1119,1385,1390
MT,CAMPO NOVO DO PARECIS,8580,9770,11891,13394
MT,CAMPO VERDE,8578,9447,11424,12161
MT,CAMPOS DE JULIO,2078,2234,2647,2796
MT,CANABRAVA DO NORTE,370,420,527,623
MT,CANARANA,3848,4284,5016,5444
MT,CARLINDA,850,952,1131,1270
MT,CASTANHEIRA,687,762,864,937
MT,CHAPADA DOS GUIMARAES,2672,2939,3365,3439
MT,CLAUDIA,1490,1615,1881,1952
MT,COCALINHO,759,872,1106,1121
MT,COLIDER,5145,5603,6646,6991
MT,COLNIZA,1965,2366,2654,2818
MT,COMODORO,2249,2565,3171,3477
MT,CONFRESA,3450,4153,5125,5723
MT,CONQUISTA DOESTE,428,455,551,558
MT,COTRIGUACU,980,1049,1167,1269
MT,CUIABA,161220,169960,191121,195577
MT,CURVELANDIA,440,509,625,691
MT,DENISE,1344,1545,1990,1998
MT,DIAMANTINO,4527,4868,5613,5768
MT,DOM AQUINO,1088,1162,1380,1443
MT,FELIZ NATAL,1007,1125,1378,1502
MT,FIGUEIROPOLIS DOESTE,484,519,626,673
MT,GAUCHA DO NORTE,1003,1148,1355,1433
MT,GENERAL CARNEIRO,487,522,614,621
MT,GLORIA DOESTE,475,483,558,623
MT,GUARANTA DO NORTE,4761,5171,6182,6534
MT,GUIRATINGA,1607,1731,1965,2035
MT,INDIAVAI,265,317,332,349
MT,IPIRANGA DO NORTE,1504,1708,2085,2190
MT,ITANHANGA,812,874,1082,1188
MT,ITAUBA,634,721,883,986
MT,ITIQUIRA,1865,2058,2537,2839
MT,JACIARA,5186,5628,6361,6463
MT,JANGADA,616,664,833,894
MT,JAURU,1279,1474,1640,1638
MT,JUARA,4617,5130,6137,6471
MT,JUINA,6034,6841,8058,8306
MT,JURUENA,859,941,1152,1354
MT,JUSCIMEIRA,1425,1521,1774,1866
MT,LAMBARI DOESTE,632,770,977,1034
MT,LUCAS DO RIO VERDE,15690,17421,21215,22959
MT,LUCIARA,259,286,349,369
MT,MARCELANDIA,1259,1392,1596,1731
MT,MATUPA,3269,3622,4161,4501
MT,MIRASSOL DOESTE,4066,4576,5140,5461
MT,NOBRES,2322,2492,2995,3277
MT,NORTELANDIA,948,980,1192,1277
MT,NOSSA SENHORA DO LIVRAMENTO,774,897,1077,1230
MT,NOVA BANDEIRANTES,1333,1634,1948,2062
MT,NOVA BRASILANDIA,562,670,829,881
MT,NOVA CANAA DO NORTE,1318,1378,1654,1792
MT,NOVA GUARITA,623,679,842,890
MT,NOVA LACERDA,643,744,891,941
MT,NOVA MARILANDIA,452,509,616,660
MT,NOVA MARINGA,681,839,1010,1136
MT,NOVA MONTE VERDE,915,1085,1253,1444
MT,NOVA MUTUM,10511,11903,14450,15613
MT,NOVA NAZARE,286,282,420,444
MT,NOVA OLIMPIA,2969,3423,4205,4621
MT,NOVA SANTA HELENA,389,469,499,575
MT,NOVA UBIRATA,2056,2285,2761,2953
MT,NOVA XAVANTINA,3401,3685,4540,4778
MT,NOVO HORIZONTE DO NORTE,358,361,421,510
MT,NOVO MUNDO,780,891,1020,1114
MT,NOVO SANTO ANTONIO,221,233,286,291
MT,NOVO SAO JOAQUIM,899,976,1179,1229
MT,PARANAITA,1433,1637,1842,2034
MT,PARANATINGA,3045,3343,4130,4499
MT,PEDRA PRETA,3000,3179,3946,4288
MT,PEIXOTO DE AZEVEDO,3062,3686,4483,5136
MT,PLANALTO DA SERRA,482,555,681,757
MT,POCONE,4180,4251,4946,5205
MT,PONTAL DO ARAGUAIA,995,1047,1222,1324
MT,PONTE BRANCA,221,233,285,325
MT,PONTES E LACERDA,7667,8606,9968,10804
MT,PORTO ALEGRE DO NORTE,1167,1291,1578,1668
MT,PORTO DOS GAUCHOS,821,992,1218,1345
MT,PORTO ESPERIDIAO,711,800,1003,1109
MT,PORTO ESTRELA,350,382,449,511
MT,POXOREU,1811,1999,2383,2621
MT,PRIMAVERA DO LESTE,17995,20226,23992,26307
MT,QUERENCIA,3601,4224,5243,5782
MT,RESERVA DO CABACAL,184,189,242,276
MT,RIBEIRAO CASCALHEIRA,1161,1295,1527,1681
MT,RIBEIRAOZINHO,352,376,406,461
MT,RIO BRANCO,664,717,868,929
MT,RONDOLANDIA,212,241,252,284
MT,RONDONOPOLIS,48094,52533,60985,64601
MT,ROSARIO OESTE,1706,1756,1920,2068
MT,SALTO DO CEU,340,398,445,482
MT,SANTA CARMEM,748,797,957,1043
MT,SANTA CRUZ DO XINGU,349,384,429,479
MT,SANTA RITA DO TRIVELATO,686,747,812,952
MT,SANTA TEREZINHA,595,641,786,849
MT,SANTO AFONSO,392,464,563,588
MT,SANTO ANTONIO DO LESTE,572,622,798,896
MT,SANTO ANTONIO DO LEVERGER,1880,2081,2429,2456
MT,SAO FELIX DO ARAGUAIA,1653,1837,2157,2351
MT,SAO JOSE DO POVO,287,308,387,412
MT,SAO JOSE DO RIO CLARO,2539,2679,3163,3186
MT,SAO JOSE DO XINGU,634,749,941,993
MT,SAO JOSE DOS QUATRO MARCOS,2405,2553,2976,3136
MT,SAO PEDRO DA CIPA,519,558,641,694
MT,SAPEZAL,6894,7752,9217,10158
MT,SERRA NOVA DOURADA,148,170,198,212
MT,SINOP,32031,36091,43547,48549
MT,SORRISO,18518,21672,26298,29362
MT,TABAPORA,1495,1730,2035,2102
MT,TANGARA DA SERRA,19655,20906,24457,26367
MT,TAPURAH,2641,2792,3224,3677
MT,TERRA NOVA DO NORTE,1557,1716,1893,2053
MT,TESOURO,256,276,341,367
MT,TORIXOREU,527,599,699,684
MT,UNIAO DO SUL,441,509,625,745
MT,VALE DE SAO DOMINGOS,592,611,668,695
MT,VARZEA GRANDE,44779,47953,56117,59326
MT,VERA,1102,1250,1615,1902
MT,VILA BELA DA SANTISSIMA TRINDADE,1217,1406,1789,1993
MT,VILA RICA,2045,2156,2542,2801
PA,ABAETETUBA,10273,11063,13714,15339
PA,ABEL FIGUEIREDO,316,387,440,438
PA,ACARA,1202,1233,1689,1838
PA,AFUA,873,865,1362,1712
PA,AGUA AZUL DO NORTE,910,1028,1498,1770
PA,ALENQUER,2132,2169,2572,2696
PA,ALMEIRIM,2732,2764,3206,3384
PA,ALTAMIRA,13095,14845,17483,18364
PA,ANAJAS,755,786,1077,1246
PA,ANANINDEUA,65247,66197,76169,79263
PA,ANAPU,1277,1792,2076,1960
PA,AUGUSTO CORREA,873,847,1182,1371
PA,AURORA DO PARA,703,761,994,1131
PA,AVEIRO,436,444,578,654
PA,BAGRE,412,486,665,758
PA,BAIAO,1092,1106,1285,1454
PA,BANNACH,212,240,275,316
PA,BARCARENA,13064,14671,18379,20050
PA,BELEM,240283,242565,267895,271585
PA,BELTERRA,905,1074,1208,1381
PA,BENEVIDES,3758,4165,5125,5630
PA,BOM JESUS DO TOCANTINS,729,823,999,1169
PA,BONITO,355,379,534,615
PA,BRAGANCA,6260,6504,7966,8767
PA,BRASIL NOVO,1160,1245,1419,1511
PA,BREJO GRANDE DO ARAGUAIA,310,342,478,578
PA,BREU BRANCO,1812,1971,2324,2457
PA,BREVES,4436,4394,5921,6906
PA,BUJARU,636,642,830,982
PA,CACHOEIRA DO ARARI,462,527,623,734
PA,CACHOEIRA DO PIRIA,349,368,467,543
PA,CAMETA,5213,5297,7803,7761
PA,CANAA DOS CARAJAS,10539,12806,15832,18001
PA,CAPANEMA,5457,5789,7219,7699
PA,CAPITAO POCO,1808,2849,3026,2811
PA,CASTANHAL,18161,19985,24096,25700
PA,CHAVES,255,311,474,509
PA,COLARES,416,403,566,625
PA,CONCEICAO DO ARAGUAIA,4522,4578,5270,5764
PA,CONCORDIA DO PARA,1056,1142,1433,1622
PA,CUMARU DO NORTE,503,518,748,821
PA,CURIONOPOLIS,1711,2075,2476,2670
PA,CURRALINHO,787,1001,1474,1708
PA,CURUA,344,345,487,576
PA,CURUCA,1339,1779,1805,1858
PA,DOM ELISEU,2879,3084,3609,3875
PA,ELDORADO DOS CARAJAS,1653,1799,2157,2288
PA,FARO,288,288,377,440
PA,FLORESTA DO ARAGUAIA,1062,1016,1258,1352
PA,GARRAFAO DO NORTE,759,766,1008,1112
PA,GOIANESIA DO PARA,1716,1786,2171,2291
PA,GURUPA,749,973,1214,1376
PA,IGARAPE-ACU,1564,1693,2073,2285
PA,IGARAPE-MIRI,2210,2377,2510,2742
PA,INHANGAPI,292,314,403,485
PA,IPIXUNA DO PARA,1031,1067,1573,1793
PA,IRITUIA,787,835,1069,1192
PA,ITAITUBA,11861,13385,14824,15568
PA,ITUPIRANGA,1843,1950,2334,2609
PA,JACAREACANGA,1078,1034,1261,1399
PA,JACUNDA,2430,2565,3142,3316
PA,JURUTI,2951,3204,4153,4784
PA,LIMOEIRO DO AJURU,669,792,988,1043
PA,MAE DO RIO,1726,1787,2237,2473
PA,MAGALHAES BARATA,181,210,290,370
PA,MARABA,30848,33296,39297,41555
PA,MARACANA,903,816,1001,1153
PA,MARAPANIM,872,923,1132,1220
PA,MARITUBA,6217,7238,9016,10046
PA,MEDICILANDIA,1258,1406,1738,1729
PA,MELGACO,641,623,903,941
PA,MOCAJUBA,995,1032,1262,1412
PA,MOJU,2586,2804,3657,4073
PA,MOJUI DOS CAMPOS,666,801,1029,1249
PA,MONTE ALEGRE,3052,3658,4690,4049
PA,MUANA,729,915,956,1086
PA,NOVA ESPERANCA DO PIRIA,465,492,637,764
PA,NOVA IPIXUNA,663,704,827,901
PA,NOVA TIMBOTEUA,529,524,643,778
PA,NOVO PROGRESSO,3944,4270,4998,5336
PA,NOVO REPARTIMENTO,4113,4314,4940,5081
PA,OBIDOS,2302,2919,3055,3122
PA,OEIRAS DO PARA,775,880,1081,1255
PA,ORIXIMINA,5118,5271,6481,6910
PA,OUREM,612,663,926,978
PA,OURILANDIA DO NORTE,2583,2942,3549,3905
PA,PACAJA,2048,2210,2693,2800
PA,PALESTINA DO PARA,299,338,396,423
PA,PARAGOMINAS,9952,10932,14159,15234
PA,PARAUAPEBAS,40987,49655,58922,63099
PA,PAU DARCO,286,315,455,575
PA,PEIXE-BOI,279,289,398,485
PA,PICARRA,580,677,902,1007
PA,PLACAS,777,981,1116,1238
PA,PONTA DE PEDRAS,708,778,917,1130
PA,PORTEL,1904,1999,2650,3249
PA,PORTO DE MOZ,950,1339,1617,1847
PA,PRAINHA,862,944,1113,1196
PA,PRIMAVERA,428,476,632,723
PA,QUATIPURU,285,323,434,530
PA,REDENCAO,9264,10123,12203,13293
PA,RIO MARIA,1351,1574,2015,2238
PA,RONDON DO PARA,2921,3134,3470,3478
PA,RUROPOLIS,1399,1515,1685,1826
PA,SALINOPOLIS,2170,2458,3056,3177
PA,SALVATERRA,897,1041,1175,1188
PA,SANTA BARBARA DO PARA,850,1010,1241,1374
PA,SANTA CRUZ DO ARARI,118,138,183,282
PA,SANTA ISABEL DO PARA,4276,4646,5655,6145
PA,SANTA LUZIA DO PARA,684,756,921,1064
PA,SANTA MARIA DAS BARREIRAS,650,861,1219,1352
PA,SANTA MARIA DO PARA,1173,1250,1616,1670
PA,SANTANA DO ARAGUAIA,2310,2632,3547,4052
PA,SANTAREM,33622,35456,41479,44237
PA,SANTAREM NOVO,161,204,297,355
PA,SANTO ANTONIO DO TAUA,1286,1556,1766,1958
PA,SAO CAETANO DE ODIVELAS,569,565,699,787
PA,SAO DOMINGOS DO ARAGUAIA,1207,1301,1640,1768
PA,SAO DOMINGOS DO CAPIM,681,739,929,994
PA,SAO FELIX DO XINGU,3781,4145,4865,5246
PA,SAO FRANCISCO DO PARA,543,589,765,849
PA,SAO GERALDO DO ARAGUAIA,1533,1689,2104,2267
PA,SAO JOAO DA PONTA,90,108,158,201
PA,SAO JOAO DE PIRABAS,572,571,754,791
PA,SAO JOAO DO ARAGUAIA,285,331,434,490
PA,SAO MIGUEL DO GUAMA,2352,2600,3141,3515
PA,SAO SEBASTIAO DA BOA VISTA,682,697,932,1049
PA,SAPUCAIA,446,517,615,701
PA,SENADOR JOSE PORFIRIO,500,734,867,808
PA,SOURE,1489,1536,1677,1843
PA,TAILANDIA,3781,4137,5234,5693
PA,TERRA ALTA,338,378,494,551
PA,TERRA SANTA,1141,1386,1710,1837
PA,TOME-ACU,3155,3905,4763,5628
PA,TRACUATEUA,635,711,814,940
PA,TRAIRAO,1044,1109,1235,1312
PA,TUCUMA,3381,3881,4480,4833
PA,TUCURUI,8653,9237,10927,11838
PA,ULIANOPOLIS,1298,1438,1838,2200
PA,URUARA,1858,2195,2657,2726
PA,VIGIA,1851,2026,2416,2478
PA,VISEU,1376,1361,1737,2003
PA,VITORIA DO XINGU,1025,1056,1321,1569
PA,XINGUARA,4939,5377,6489,6889
PB,AGUA BRANCA,381,383,654,714
PB,AGUIAR,188,217,245,271
PB,ALAGOA GRANDE,1214,1268,1488,1587
PB,ALAGOA NOVA,664,760,1037,1125
PB,ALAGOINHA,477,504,592,695
PB,ALCANTIL,165,195,274,306
PB,ALGODAO DE JANDAIRA,71,74,93,116
PB,ALHANDRA,821,1009,1400,1625
PB,AMPARO,74,77,106,124
PB,APARECIDA,253,263,305,363
PB,ARACAGI,459,581,662,699
PB,ARARA,421,437,483,620
PB,ARARUNA,572,771,976,1064
PB,AREIA,1226,1251,1433,1544
PB,AREIA DE BARAUNAS,56,51,70,85
PB,AREIAL,297,323,395,448
PB,AROEIRAS,510,600,717,767
PB,ASSUNCAO,123,168,233,247
PB,BAIA DA TRAICAO,333,450,420,432
PB,BANANEIRAS,1080,1179,1364,1478
PB,BARAUNA,142,156,185,217
PB,BARRA DE SANTA ROSA,555,574,654,752
PB,BARRA DE SANTANA,184,212,265,303
PB,BARRA DE SAO MIGUEL,111,130,172,188
PB,BAYEUX,4892,5391,6541,7196
PB,BELEM,722,759,881,945
PB,BELEM DO BREJO DO CRUZ,245,273,374,442
PB,BERNARDINO BATISTA,139,132,175,195
PB,BOA VENTURA,162,189,243,262
PB,BOA VISTA,332,399,558,587
PB,BOM JESUS,108,133,165,209
PB,BOM SUCESSO,198,201,238,285
PB,BONITO DE SANTA FE,521,485,582,594
PB,BOQUEIRAO,710,728,884,1027
PB,BORBOREMA,175,192,226,273
PB,BREJO DO CRUZ,624,817,791,870
PB,BREJO DOS SANTOS,259,294,365,409
PB,CAAPORA,1067,1348,1946,1830
PB,CABACEIRAS,182,206,261,332
PB,CABEDELO,11256,11974,13540,14026
PB,CACHOEIRA DOS INDIOS,249,286,368,444
PB,CACIMBA DE AREIA,87,99,133,186
PB,CACIMBA DE DENTRO,446,445,565,637
PB,CACIMBAS,164,205,276,331
PB,CAICARA,292,299,329,387
PB,CAJAZEIRAS,6732,7072,7860,8453
PB,CAJAZEIRINHAS,88,90,97,146
PB,CALDAS BRANDAO,169,208,261,316
PB,CAMALAU,174,207,239,289
PB,CAMPINA GRANDE,56230,59220,65263,68501
PB,CAPIM,171,184,242,322
PB,CARAUBAS,151,168,215,260
PB,CARRAPATEIRA,130,127,160,176
PB,CASSERENGUE,165,180,210,359
PB,CATINGUEIRA,148,166,197,278
PB,CATOLE DO ROCHA,2148,2258,2585,2880
PB,CATURITE,186,211,244,297
PB,CONCEICAO,991,1057,1179,1316
PB,CONDADO,291,302,350,396
PB,CONDE,1240,1354,1826,2053
PB,CONGO,191,200,225,280
PB,COREMAS,646,743,841,914
PB,COXIXOLA,90,103,118,106
PB,CRUZ DO ESPIRITO SANTO,387,583,560,673
PB,CUBATI,200,245,314,356
PB,CUITE,1195,1170,1397,1516
PB,CUITE DE MAMANGUAPE,128,155,183,208
PB,CUITEGI,231,217,281,339
